x,,id.exposure,id.outcome,nsnp,b_MR.Egger,se_MR.Egger,pval_MR.Egger,estimate_MR.Egger,b_Weighted.median,se_Weighted.median,pval_Weighted.median,estimate_Weighted.median,b_Inverse.variance.weighted.,se_Inverse.variance.weighted.,pval_Inverse.variance.weighted.,fdr_Inverse.variance.weighted.,estimate_Inverse.variance.weighted.,b_Weighted.mode,se_Weighted.mode,pval_Weighted.mode,estimate_Weighted.mode,b_Simple.mode,se_Simple.mode,pval_Simple.mode,estimate_Simple.mode,correct_causal_direction,steiger_pval,Value_Power,F,R2,Q_Inverse.variance.weighted,Q_df_Inverse.variance.weighted,Q_pval_Inverse.variance.weighted,egger_intercept,se,pval,outliers,global_test_p
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_SPTBN1.csv.csv.csv,SPTBN1,riXEkb,8ceonw,4,0.005010351,0.035008812,0.899315348,1.01 (0.94-1.08),-0.004351511,0.015247512,0.775344207,1.00 (0.97-1.03),-0.005790457,0.014392821,0.68745173,0.945511505,0.99 (0.97-1.02),-0.004342298,0.015609745,0.798946228,1.00 (0.97-1.03),-0.008098628,0.018396658,0.689563114,0.99 (0.96-1.03),TRUE,0,0.077449304,583.6061028,0.071572518,0.704297703,3,0.872192623,-0.002876535,0.008499359,0.767257716,NA,0.914
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_MSR1.csv.csv.csv,MSR1,U8UYmj,CIxAKM,5,0.020402507,0.051960637,0.720811826,1.02 (0.92-1.13),-0.012661299,0.040244373,0.753057468,0.99 (0.91-1.07),-0.01351166,0.033743907,0.688848835,0.945511505,0.99 (0.92-1.05),-0.005342342,0.050477538,0.920807678,0.99 (0.90-1.10),-0.037836729,0.069243346,0.61381973,0.96 (0.84-1.10),TRUE,1.27E-62,0.075017404,60.19330658,0.012011231,4.274517555,4,0.3701269,-0.006664097,0.007409952,0.434750048,NA,0.468
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_DHRS3.csv.csv.csv,DHRS3,riXEkb,8ceonw,4,-0.003146245,0.099214156,0.977582111,1.00 (0.82-1.21),0.015417785,0.038224608,0.686692897,1.02 (0.94-1.09),0.013121238,0.032802469,0.689150893,0.945511505,1.01 (0.95-1.08),0.019457473,0.046870067,0.705945289,1.02 (0.93-1.12),0.042912049,0.052349037,0.472432783,1.04 (0.94-1.16),TRUE,1.79E-63,0.072384201,77.89486939,0.011357045,0.75198825,3,0.860912884,0.001797586,0.010346795,0.878068431,NA,0.876
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_TOR2A.csv.csv.csv,A,U8UYmj,CIxAKM,3,-0.100676816,0.201959139,0.7055967,0.90 (0.61-1.34),-0.03180986,0.062072829,0.608328898,0.97 (0.86-1.09),-0.023080377,0.057880602,0.690071219,0.945511505,0.98 (0.87-1.09),-0.037256086,0.069241314,0.644400915,0.96 (0.84-1.10),-0.037862762,0.081749466,0.688765166,0.96 (0.82-1.13),TRUE,6.29E-28,0.07863781,43.99538339,0.004711593,0.203018168,2,0.903472972,0.007038887,0.017551516,0.757190716,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_CFD.csv.csv.csv,CFD,U8UYmj,CIxAKM,13,-0.003060421,0.010499629,0.776108125,1.00 (0.98-1.02),-0.003235877,0.005963868,0.587418878,1.00 (0.99-1.01),-0.001972509,0.00495967,0.69084419,0.945511505,1.00 (0.99-1.01),-0.004365149,0.005616456,0.452086603,1.00 (0.98-1.01),0.002606184,0.008352148,0.76036729,1.00 (0.99-1.02),TRUE,0,0.074550661,962.5988726,0.552076319,6.787426862,12,0.871335569,0.000587205,0.0049951,0.908538312,NA,0.863
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_ERCC6.csv.csv.csv,ERCC6,KH0d8y,BufHoP,3,0.153787761,0.42646309,0.779667571,1.17 (0.51-2.69),-0.012935651,0.054969378,0.813956751,0.99 (0.89-1.10),-0.020171023,0.050897823,0.691880598,0.945511505,0.98 (0.89-1.08),-0.011336685,0.056747547,0.860127114,0.99 (0.88-1.11),-0.006631028,0.073028298,0.935926066,0.99 (0.86-1.15),TRUE,1.51E-26,0.071901441,41.6307808,0.004731287,0.251570401,2,0.881804237,-0.01489605,0.036256919,0.751831473,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_AATK.csv.csv.csv,AATK,U8UYmj,CIxAKM,8,0.023404709,0.02498518,0.385045703,1.02 (0.97-1.08),0.007497051,0.010900948,0.491614607,1.01 (0.99-1.03),0.003772628,0.009527483,0.69212482,0.945511505,1.00 (0.99-1.02),0.008286239,0.011547391,0.496255752,1.01 (0.99-1.03),0.010332524,0.018700177,0.5977735,1.01 (0.97-1.05),TRUE,0,0.073553666,312.8711405,0.144716149,5.635695797,7,0.582870835,-0.006674786,0.007852946,0.427948547,NA,0.691
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_TMED9.csv.csv.csv,TMED9,mXrM4A,YyzgHF,9,0.019249449,0.036380657,0.613085215,1.02 (0.95-1.09),0.004978111,0.01172661,0.671190936,1.00 (0.98-1.03),0.003760258,0.00949699,0.692147783,0.945511505,1.00 (0.99-1.02),0.005633862,0.013577382,0.689086972,1.01 (0.98-1.03),0.005130071,0.018945949,0.793419876,1.01 (0.97-1.04),TRUE,0,0.070282907,319.7725846,0.125653688,7.151096,8,0.520421889,-0.005706648,0.012938895,0.672480361,NA,0.598
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_EDEM2.csv.csv.csv,EDEM2,6eufc3,7kRofU,4,0.047396975,0.040383083,0.361367098,1.05 (0.97-1.13),0.013498565,0.016895802,0.424330921,1.01 (0.98-1.05),0.006354017,0.016151858,0.694029719,0.945511505,1.01 (0.98-1.04),0.019133394,0.017107987,0.34488455,1.02 (0.99-1.05),-0.016458237,0.040925689,0.71451191,0.98 (0.91-1.07),TRUE,1.89E-270,0.070651247,363.0773487,0.044775822,7.287966035,3,0.063264249,-0.011011281,0.008872659,0.340412968,NA,0.401
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_FCER1G.csv.csv.csv,G,f2noEF,vsOWBs,7,-0.047756104,0.020639342,0.06857822,0.95 (0.92-0.99),-0.005106243,0.007323758,0.485667505,0.99 (0.98-1.01),-0.002255968,0.005742804,0.694442212,0.945511505,1.00 (0.99-1.01),-0.004438408,0.006439576,0.516426878,1.00 (0.98-1.01),0.002023488,0.009903649,0.844859729,1.00 (0.98-1.02),TRUE,0,0.07160741,849.2036253,0.372037219,9.718627842,6,0.137012311,0.024065878,0.010485442,0.070194482,NA,0.221
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PTGS2.csv.csv.csv,PTGS2,eE7dno,Tu2Xk7,4,-0.00079829,0.026202658,0.978462277,1.00 (0.95-1.05),-0.007769413,0.021397138,0.716526267,0.99 (0.95-1.03),-0.007811553,0.019920951,0.694964007,0.945511505,0.99 (0.95-1.03),-0.007460626,0.022411109,0.761117572,0.99 (0.95-1.04),-0.006524768,0.031011515,0.846836712,0.99 (0.93-1.06),TRUE,6.29E-233,0.07597944,286.9176199,0.037262257,0.726668656,3,0.866914001,-0.002336632,0.005671145,0.72028639,NA,0.934
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_RBBP9.csv.csv.csv,RBBP9,notPok,lYhiNa,7,0.005183248,0.119789601,0.967161435,1.01 (0.79-1.27),0.012515998,0.029197528,0.668166052,1.01 (0.96-1.07),0.013681419,0.034928102,0.695278157,0.945511505,1.01 (0.95-1.09),0.029024554,0.030623068,0.37982437,1.03 (0.97-1.09),0.040581414,0.03983366,0.347618553,1.04 (0.96-1.13),TRUE,9.03E-244,0.154118671,108.6877771,0.047114345,14.31765803,6,0.026282183,0.001356891,0.018125888,0.943229421,NA,0.082
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_CTSS.csv.csv.csv,CTSS,f2noEF,vsOWBs,4,0.001877508,0.039274719,0.966216421,1.00 (0.93-1.08),0.004673527,0.015483551,0.762775428,1.00 (0.97-1.04),0.005428293,0.013882129,0.695776947,0.945511505,1.01 (0.98-1.03),-0.000824286,0.016222392,0.96266953,1.00 (0.97-1.03),0.008321427,0.021102251,0.719691619,1.01 (0.97-1.05),TRUE,0,0.072609061,541.9207081,0.067109296,1.352802548,3,0.716634387,0.000949141,0.009820635,0.931818814,NA,0.647
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_HIST1H1C.csv.csv.csv,C,KyZ73X,SNIbXz,4,0.215106616,0.08744668,0.133062309,1.24 (1.04-1.47),0.033000317,0.026349682,0.210424494,1.03 (0.98-1.09),0.01392074,0.035632559,0.696037683,0.945511505,1.01 (0.95-1.09),0.033575663,0.026150476,0.289340971,1.03 (0.98-1.09),0.03903156,0.02663908,0.239105393,1.04 (0.99-1.10),TRUE,1.87E-139,0.114212194,173.2979538,0.028415345,9.458489287,3,0.02377709,-0.035220665,0.014802838,0.140382182,NA,0.158
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_NMT1.csv.csv.csv,NMT1,BTlu8z,MhNOJh,5,0.286716485,0.174834976,0.199553454,1.33 (0.95-1.88),-0.024089998,0.023789882,0.311243964,0.98 (0.93-1.02),-0.007742213,0.0198333,0.696267173,0.945511505,0.99 (0.95-1.03),-0.014971168,0.023073586,0.551809599,0.99 (0.94-1.03),-0.005825605,0.031940848,0.864149308,0.99 (0.93-1.06),TRUE,1.80E-137,0.070690198,141.5810355,0.030291125,6.57792691,4,0.159946104,-0.053880664,0.031760476,0.188365387,NA,0.358
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_LCN8.csv.csv.csv,LCN8,4OZRjy,aaDiru,3,-0.012411983,0.014313809,0.545226058,0.99 (0.96-1.02),0.003137671,0.009205957,0.733231132,1.00 (0.99-1.02),0.003590653,0.009212353,0.696710329,0.945511505,1.00 (0.99-1.02),0.000230842,0.009721938,0.98321248,1.00 (0.98-1.02),0.046306904,0.026143869,0.218534645,1.05 (1.00-1.10),TRUE,0,0.073612038,865.434478,0.160152723,2.260348911,2,0.322976906,0.009620243,0.006585931,0.382168711,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_AZIN1.csv.csv.csv,AZIN1,5AstwV,cmuU21,5,0.003461185,0.056437397,0.95495521,1.00 (0.90-1.12),-0.002627825,0.017363396,0.879705317,1.00 (0.96-1.03),-0.006180071,0.015928216,0.698019612,0.945511505,0.99 (0.96-1.03),-0.002019822,0.01825656,0.917234377,1.00 (0.96-1.03),0.016879029,0.032409072,0.629999005,1.02 (0.95-1.08),TRUE,2.78E-258,0.070274203,285.7514669,0.046581274,2.147295626,4,0.708688976,-0.002441272,0.01370962,0.870013513,NA,0.827
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PRTN3.csv.csv.csv,PRTN3,U8UYmj,CIxAKM,4,0.001034509,0.032844978,0.977733973,1.00 (0.94-1.07),0.005699398,0.020028576,0.77597872,1.01 (0.97-1.05),0.007388425,0.019050844,0.698144312,0.945511505,1.01 (0.97-1.05),0.006824478,0.021277248,0.769450925,1.01 (0.97-1.05),-0.002335437,0.030058951,0.942962321,1.00 (0.94-1.06),TRUE,1.32E-111,0.069228578,146.1472573,0.030851778,0.333427866,3,0.953623741,0.001103161,0.004645269,0.834394568,NA,0.973
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_BRD7.csv.csv.csv,BRD7,Zff3Nb,4QVqlv,3,0.004201314,0.013602061,0.809283054,1.00 (0.98-1.03),0.002927277,0.007836562,0.708745882,1.00 (0.99-1.02),0.002885665,0.007460856,0.69892349,0.945511505,1.00 (0.99-1.02),0.003014147,0.008111479,0.745872031,1.00 (0.99-1.02),0.002539543,0.008952478,0.803332913,1.00 (0.99-1.02),TRUE,0,0.073260316,2218.27737,0.244345408,0.016869114,2,0.991600914,-0.000707115,0.006112745,0.926682438,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_DBH.csv.csv.csv,DBH,ajFPU2,NEldMy,4,0.08386367,0.108070754,0.518943116,1.09 (0.88-1.34),0.017277533,0.04027578,0.667937252,1.02 (0.94-1.10),0.013455967,0.034848702,0.699403838,0.945511505,1.01 (0.95-1.09),0.020170983,0.048683136,0.706474218,1.02 (0.93-1.12),0.016081936,0.054287435,0.786372735,1.02 (0.91-1.13),TRUE,1.38E-32,0.069499451,36.3463271,0.009420868,0.634612438,3,0.888464914,-0.007027414,0.010210382,0.562397614,NA,0.894
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_FUCA1.csv.csv.csv,FUCA1,iVY4jb,S31kQr,4,0.079996584,0.100360999,0.5089934,1.08 (0.89-1.32),0.006151291,0.012812425,0.631153735,1.01 (0.98-1.03),0.004654458,0.012105218,0.700607786,0.945511505,1.00 (0.98-1.03),0.016371737,0.013072657,0.299178805,1.02 (0.99-1.04),-0.02263762,0.025724109,0.443645361,0.98 (0.93-1.03),TRUE,0,0.073338936,664.8481072,0.094203678,7.489098349,3,0.057839225,-0.027196552,0.035457025,0.52323816,NA,0.352
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_SERPINB2.csv.csv.csv,SERPINB2,KH0d8y,BufHoP,3,-0.156060638,0.117791078,0.41160765,0.86 (0.68-1.08),-0.00826938,0.029987476,0.78273155,0.99 (0.94-1.05),-0.010300401,0.026936109,0.702163784,0.945511505,0.99 (0.94-1.04),0.013586087,0.034197505,0.729547507,1.01 (0.95-1.08),-0.032508623,0.044727518,0.542898198,0.97 (0.89-1.06),TRUE,1.04E-90,0.070264025,151.9706938,0.016772287,1.742170861,2,0.418497053,0.030161943,0.023728465,0.42435784,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_KCNMB1.csv.csv.csv,KCNMB1,ihCnsY,bg4s1n,5,0.019621648,0.047254456,0.705881276,1.02 (0.93-1.12),-0.000710345,0.017897282,0.968340188,1.00 (0.96-1.03),0.006201375,0.016227372,0.702346244,0.945511505,1.01 (0.97-1.04),-0.002246845,0.018709208,0.910199841,1.00 (0.96-1.04),0.010142988,0.032129778,0.768024482,1.01 (0.95-1.08),TRUE,0,0.074875898,349.7175575,0.056502595,3.739958188,4,0.442340935,-0.003076786,0.010031934,0.779127459,NA,0.548
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_AURKC.csv.csv.csv,AURKC,AA6Vdc,Oug14c,3,0.026957424,0.157775461,0.892267817,1.03 (0.75-1.40),0.020398965,0.040437157,0.61393752,1.02 (0.94-1.10),0.014843767,0.038845514,0.702370079,0.945511505,1.01 (0.94-1.10),0.023270775,0.045300876,0.658589056,1.02 (0.94-1.12),0.021167803,0.049600854,0.711100587,1.02 (0.93-1.13),TRUE,4.60E-53,0.070624537,85.93448536,0.008181429,0.080011152,2,0.960784082,-0.001111292,0.014028566,0.94967441,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_THRA.csv.csv.csv,THRA,h8NM0k,7BhQFu,3,-0.021875839,0.034954296,0.643999677,0.98 (0.91-1.05),-0.009874515,0.017506961,0.572731236,0.99 (0.96-1.02),-0.006562755,0.017189608,0.702619985,0.945511505,0.99 (0.96-1.03),-0.009936536,0.020795199,0.679901849,0.99 (0.95-1.03),-0.009936536,0.023867924,0.717603801,0.99 (0.94-1.04),TRUE,4.74E-162,0.066177603,296.314629,0.033034726,0.365023049,2,0.833175042,0.003764807,0.007482739,0.703239549,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_ITGB2.csv.csv.csv,ITGB2,eE7dno,Tu2Xk7,9,-0.009040356,0.013019816,0.50984134,0.99 (0.97-1.02),3.39E-05,0.007019274,0.996141514,1.00 (0.99-1.01),0.002632551,0.006895427,0.702622949,0.945511505,1.00 (0.99-1.02),0.000148239,0.007128122,0.983917447,1.00 (0.99-1.01),0.006748988,0.026370208,0.804460993,1.01 (0.96-1.06),TRUE,0,0.069737367,771.4570417,0.249590389,8.342881836,8,0.400713033,0.00604987,0.005694422,0.32331742,NA,0.557
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_GRK4.csv.csv.csv,GRK4,yCvYM0,rIYTxA,4,0.120011357,0.226198463,0.648744394,1.13 (0.72-1.76),-0.005571151,0.018975608,0.769067102,0.99 (0.96-1.03),-0.006325226,0.0165984,0.703148024,0.945511505,0.99 (0.96-1.03),-0.005032897,0.020891672,0.825154691,0.99 (0.96-1.04),-0.002474294,0.023606484,0.92313804,1.00 (0.95-1.04),TRUE,6.63E-241,0.068423641,291.5960153,0.040449407,0.576238692,3,0.901849776,-0.03451188,0.061624971,0.631816337,NA,0.904
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_CCNT1.csv.csv.csv,CCNT1,TpuMAQ,HJvfkS,3,0.041072715,0.164516389,0.844247099,1.04 (0.75-1.44),-0.005681945,0.055239024,0.918073237,0.99 (0.89-1.11),-0.01950561,0.051355698,0.704083529,0.945511505,0.98 (0.89-1.08),0.005307181,0.068440042,0.945249675,1.01 (0.88-1.15),-0.003543658,0.074443012,0.966359152,1.00 (0.86-1.15),TRUE,1.67E-23,0.069853065,37.62904151,0.004590742,0.830786315,2,0.660080714,-0.004785995,0.012348125,0.764602519,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_EMR2.csv.csv.csv,EMR2,qMVICd,vIXdXZ,7,-0.001494623,0.022381397,0.949345119,1.00 (0.96-1.04),0.000805285,0.007941048,0.919226646,1.00 (0.99-1.02),0.002569464,0.006768955,0.704245737,0.945511505,1.00 (0.99-1.02),0.003284807,0.008019483,0.69631881,1.00 (0.99-1.02),0.003284807,0.01044257,0.763747421,1.00 (0.98-1.02),TRUE,0,0.071466933,1357.341616,0.284701945,2.366925004,6,0.883053494,0.001967327,0.010326918,0.85640701,NA,0.889
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_OAS1.csv.csv.csv,OAS1,U8UYmj,CIxAKM,3,0.032560526,0.021531455,0.371951767,1.03 (0.99-1.08),-0.003669802,0.008172344,0.653394636,1.00 (0.98-1.01),-0.002954393,0.007790434,0.704514524,0.945511505,1.00 (0.98-1.01),0.002750868,0.008788655,0.783903512,1.00 (0.99-1.02),-0.036907152,0.023427244,0.255851163,0.96 (0.92-1.01),TRUE,0,0.072455495,2835.895905,0.225371961,3.221269443,2,0.199760781,-0.019927339,0.011262738,0.327496773,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PPAT.csv.csv.csv,PPAT,uLJirZ,porRFV,3,-0.093985427,0.188726636,0.705853354,0.91 (0.63-1.32),0.001921471,0.022736744,0.932651352,1.00 (0.96-1.05),-0.008252303,0.021789233,0.704886114,0.945511505,0.99 (0.95-1.04),0.00451373,0.026026268,0.878278479,1.00 (0.95-1.06),0.009820527,0.030819808,0.780195445,1.01 (0.95-1.07),TRUE,1.56E-46,0.068300464,72.6471329,0.02361445,4.91129636,2,0.085807559,0.017740991,0.03798976,0.721863408,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_DDOST.csv.csv.csv,DDOST,0dekSg,EhjLmf,4,0.01514133,0.0399645,0.741224224,1.02 (0.94-1.10),-0.007938583,0.027301989,0.7712277,0.99 (0.94-1.05),-0.009870123,0.026084313,0.705138624,0.945511505,0.99 (0.94-1.04),-0.00317061,0.028888651,0.919535353,1.00 (0.94-1.05),-0.037577522,0.051012344,0.514720399,0.96 (0.87-1.06),TRUE,7.62E-144,0.076956475,191.9455181,0.024214729,1.235600595,3,0.744479087,-0.004261376,0.00515871,0.495629455,NA,0.69
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PLA2G4A.csv.csv.csv,A,RuJGPj,sYDgnY,3,0.223624355,0.259432769,0.547105661,1.25 (0.75-2.08),-0.004459656,0.039385528,0.909847547,1.00 (0.92-1.08),0.013589644,0.036123803,0.706770912,0.945511505,1.01 (0.94-1.09),-0.015226904,0.04398137,0.762212543,0.98 (0.90-1.07),0.002097953,0.067406415,0.977997386,1.00 (0.88-1.14),TRUE,1.37E-55,0.069589217,95.79199295,0.009278297,2.45065149,2,0.293662026,-0.024515194,0.029848243,0.562253155,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_C1QB.csv.csv.csv,QB,yZ73XS,NIbXzQ,4,-0.062957607,0.036358767,0.225490063,0.94 (0.87-1.01),-0.012582491,0.012682452,0.321139887,0.99 (0.96-1.01),-0.004707551,0.012515581,0.706816363,0.945511505,1.00 (0.97-1.02),-0.013596792,0.012730957,0.36382517,0.99 (0.96-1.01),0.089449447,0.065165045,0.263474197,1.09 (0.96-1.24),TRUE,0,0.069680368,657.0057971,0.077932532,6.060519062,3,0.108702679,0.021320885,0.012314924,0.225536853,NA,0.472
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PIGM.csv.csv.csv,PIGM,f2noEF,vsOWBs,4,0.008314406,0.034517947,0.832095807,1.01 (0.94-1.08),0.006936441,0.015015639,0.644118794,1.01 (0.98-1.04),0.004970748,0.013221034,0.706937172,0.945511505,1.00 (0.98-1.03),0.009911498,0.015891643,0.577034954,1.01 (0.98-1.04),0.00876674,0.018372893,0.66585618,1.01 (0.97-1.05),TRUE,0,0.067406946,497.0666116,0.06179094,0.158957487,3,0.983925989,-0.000863918,0.008238451,0.926052883,NA,0.97
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_B4GALT1.csv.csv.csv,GALT1,KH0d8y,BufHoP,4,0.041767792,0.084172967,0.668913136,1.04 (0.88-1.23),0.012780379,0.017961149,0.476739238,1.01 (0.98-1.05),0.005985729,0.015987425,0.708105002,0.945511505,1.01 (0.97-1.04),0.01338328,0.019965696,0.550643438,1.01 (0.97-1.05),0.020039806,0.027233213,0.515130043,1.02 (0.97-1.08),TRUE,0,0.073758964,467.6101319,0.057959073,2.946445212,3,0.399956189,-0.008766156,0.020114638,0.705502349,NA,0.556
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_CD177.csv.csv.csv,CD177,5AstwV,cmuU21,7,0.016738047,0.074534383,0.83120395,1.02 (0.88-1.18),-0.009966306,0.021867703,0.648566468,0.99 (0.95-1.03),0.005525497,0.014778741,0.708492543,0.945511505,1.01 (0.98-1.04),-0.01380229,0.03223592,0.683474177,0.99 (0.93-1.05),-0.01380229,0.0266079,0.62251801,0.99 (0.94-1.04),TRUE,5.22E-178,0.066274978,127.8426926,0.046778259,8.062779808,6,0.233539895,-0.002315822,0.014900666,0.882571787,NA,0.187
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_DDX43.csv.csv.csv,DDX43,0dekSg,EhjLmf,3,-0.052026625,0.160152595,0.800036343,0.95 (0.69-1.30),-0.009432526,0.024997434,0.705921115,0.99 (0.94-1.04),-0.008649829,0.023135483,0.708495688,0.945511505,0.99 (0.95-1.04),-0.004132239,0.027849728,0.895654854,1.00 (0.94-1.05),-0.018396296,0.033234318,0.635517722,0.98 (0.92-1.05),TRUE,1.51E-135,0.068956441,230.7147657,0.022258076,0.083266095,2,0.959221705,0.008447928,0.030863648,0.829911929,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_GZMK.csv.csv.csv,GZMK,f2noEF,vsOWBs,5,-0.050724668,0.114607036,0.688024565,0.95 (0.76-1.19),0.006270851,0.030720852,0.838256906,1.01 (0.95-1.07),0.009922037,0.026549396,0.708612727,0.945511505,1.01 (0.96-1.06),0.01162072,0.034330703,0.752013017,1.01 (0.95-1.08),0.014694622,0.04787157,0.774190729,1.01 (0.92-1.11),TRUE,1.21E-107,0.070849938,114.6554604,0.018525612,6.130953209,4,0.189579727,0.007457532,0.013374322,0.616020954,NA,0.328
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_PGLYRP2.csv.csv.csv,PGLYRP2,KH0d8y,BufHoP,4,-0.043670797,0.063676354,0.563651749,0.96 (0.84-1.08),0.007178657,0.030409587,0.813381773,1.01 (0.95-1.07),0.010720237,0.028719426,0.70894395,0.945511505,1.01 (0.96-1.07),0.007967617,0.031453278,0.816391404,1.01 (0.95-1.07),0.021469061,0.04456804,0.662965451,1.02 (0.94-1.11),TRUE,8.90E-69,0.069564945,86.05544705,0.014899388,1.341652835,3,0.719266757,0.006929996,0.007240997,0.439539535,NA,0.824
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_HILPDA.csv.csv.csv,HILPDA,f2noEF,vsOWBs,4,-0.185763853,0.339869444,0.639501178,0.83 (0.43-1.62),-0.050772841,0.05990901,0.396716912,0.95 (0.85-1.07),-0.018736005,0.050201761,0.708989102,0.945511505,0.98 (0.89-1.08),-0.068872164,0.075449517,0.428641445,0.93 (0.81-1.08),-0.084180067,0.093865115,0.43590277,0.92 (0.76-1.10),TRUE,2.06E-25,0.069596655,31.46373328,0.004911362,3.716265946,3,0.293777186,0.010546158,0.021069289,0.666342888,NA,0.417
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_ADHFE1.csv.csv.csv,ADHFE1,U8UYmj,CIxAKM,6,-0.021094738,0.018494813,0.317700072,0.98 (0.94-1.02),-0.005352655,0.006927898,0.439745429,0.99 (0.98-1.01),-0.002298409,0.006158703,0.709001942,0.945511505,1.00 (0.99-1.01),-0.00668984,0.007365117,0.405363625,0.99 (0.98-1.01),-0.004749811,0.009772888,0.647504397,1.00 (0.98-1.01),TRUE,0,0.068707695,1818.952136,0.310797324,5.930116369,5,0.313078413,0.009709757,0.008927386,0.337903854,NA,0.442
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_VPS37A.csv.csv.csv,A,vadbvV,Nckzvx,3,-0.092531826,0.180128109,0.697893668,0.91 (0.64-1.30),-0.017956326,0.037616135,0.633107911,0.98 (0.91-1.06),-0.013492377,0.036243209,0.709689427,0.945725702,0.99 (0.92-1.06),-0.020070765,0.045392725,0.701591935,0.98 (0.90-1.07),-0.01831157,0.048910672,0.744083562,0.98 (0.89-1.08),TRUE,6.79E-56,0.067850284,90.78295795,0.00862664,0.219030309,2,0.896268582,0.007334154,0.016372447,0.73188518,NA,NA
E:/medelian randomization/Ò©°ÐeQTL/3.clumpºó/mendelian test/output_SLC18A2.csv.csv.csv,A2,0dekSg,EhjLmf,5,0.013256711,0.105102888,0.907606836,1.01 (0.82-1.25),0.017131498,0.028644063,0.549785246,1.02 (0.96-1.08),0.008586221,0.023160611,0.710842265,0.946559248,1.01 (0.96-1.06),0.030736707,0.030830757,0.375212638,1.03 (0.97-1.10),0.063231321,0.059399475,0.347090446,1.07 (0.95-1.20),TRUE,1.59E-130,0.070059634,135.3466334,0.023816192,7.164092018,4,0.127466667,-0.000598291,0.01265965,0.965276393,NA,0.278
